235,171,14,f,f,,"2015-01-29 02:08:32.627083","2015-01-29 02:08:32.627083"
236,171,15,f,f,,"2015-01-29 02:08:32.759087","2015-01-29 02:08:32.759087"
237,172,11,f,f,,"2015-01-29 02:08:33.181100","2015-01-29 02:08:33.181100"
238,172,12,f,f,,"2015-01-29 02:08:33.309104","2015-01-29 02:08:33.309104"
239,172,13,f,f,,"2015-01-29 02:08:33.430107","2015-01-29 02:08:33.430107"
240,173,11,f,f,,"2015-01-29 02:08:33.809119","2015-01-29 02:08:33.809119"
241,173,12,f,f,,"2015-01-29 02:08:33.959123","2015-01-29 02:08:33.959123"
242,173,13,f,f,,"2015-01-29 02:08:34.102128","2015-01-29 02:08:34.102128"
243,174,11,f,f,,"2015-01-29 02:08:34.498140","2015-01-29 02:08:34.498140"
244,174,12,f,f,,"2015-01-29 02:08:34.641144","2015-01-29 02:08:34.641144"
245,174,13,f,f,,"2015-01-29 02:08:34.773148","2015-01-29 02:08:34.773148"
246,175,11,f,f,,"2015-01-29 02:08:35.227162","2015-01-29 02:08:35.227162"
247,175,12,f,f,,"2015-01-29 02:08:35.356166","2015-01-29 02:08:35.356166"
248,175,13,f,f,,"2015-01-29 02:08:35.477170","2015-01-29 02:08:35.477170"
249,176,11,f,f,,"2015-01-29 02:08:36.230193","2015-01-29 02:08:36.230193"
250,176,12,f,f,,"2015-01-29 02:08:36.358197","2015-01-29 02:08:36.358197"
251,176,13,f,f,,"2015-01-29 02:08:36.490201","2015-01-29 02:08:36.490201"
252,176,14,f,f,,"2015-01-29 02:08:36.611204","2015-01-29 02:08:36.611204"
253,176,15,f,f,,"2015-01-29 02:08:36.743208","2015-01-29 02:08:36.743208"
254,177,11,f,f,,"2015-01-29 02:08:37.165221","2015-01-29 02:08:37.165221"
255,177,12,f,f,,"2015-01-29 02:08:37.282225","2015-01-29 02:08:37.282225"
256,178,11,f,f,,"2015-01-29 02:08:37.660236","2015-01-29 02:08:37.660236"
257,178,12,f,f,,"2015-01-29 02:08:37.790240","2015-01-29 02:08:37.790240"
258,179,12,f,f,,"2015-01-29 02:08:38.277255","2015-01-29 02:08:38.277255"
259,179,13,f,f,,"2015-01-29 02:08:38.416259","2015-01-29 02:08:38.416259"
260,179,14,f,f,,"2015-01-29 02:08:38.548263","2015-01-29 02:08:38.548263"
261,179,15,f,f,,"2015-01-29 02:08:38.680267","2015-01-29 02:08:38.680267"
262,180,12,f,f,,"2015-01-29 02:08:38.962276","2015-01-29 02:08:38.962276"
263,181,12,f,f,,"2015-01-29 02:08:39.283286","2015-01-29 02:08:39.283286"
264,182,12,f,f,,"2015-01-29 02:08:39.567294","2015-01-29 02:08:39.567294"
265,183,12,f,f,,"2015-01-29 02:08:39.878304","2015-01-29 02:08:39.878304"
266,183,13,f,f,,"2015-01-29 02:08:40.034309","2015-01-29 02:08:40.034309"
267,183,14,f,f,,"2015-01-29 02:08:40.189313","2015-01-29 02:08:40.189313"
268,183,15,f,f,,"2015-01-29 02:08:40.342318","2015-01-29 02:08:40.342318"
269,184,12,f,f,,"2015-01-29 02:08:40.635327","2015-01-29 02:08:40.635327"
270,185,12,f,f,,"2015-01-29 02:08:40.965337","2015-01-29 02:08:40.965337"
271,185,14,f,f,,"2015-01-29 02:08:41.112342","2015-01-29 02:08:41.112342"
272,186,12,f,f,,"2015-01-29 02:08:42.064371","2015-01-29 02:08:42.064371"
273,186,13,f,f,,"2015-01-29 02:08:42.191375","2015-01-29 02:08:42.191375"
274,186,14,f,f,,"2015-01-29 02:08:42.334379","2015-01-29 02:08:42.334379"
275,186,15,f,f,,"2015-01-29 02:08:42.466383","2015-01-29 02:08:42.466383"
276,187,19,f,f,,"2015-01-29 02:08:43.168404","2015-01-29 02:08:43.168404"
277,188,19,f,f,,"2015-01-29 02:08:43.563416","2015-01-29 02:08:43.563416"
278,189,19,f,f,,"2015-01-29 02:08:44.014430","2015-01-29 02:08:44.014430"
279,190,19,f,f,,"2015-01-29 02:08:44.421443","2015-01-29 02:08:44.421443"
280,191,19,f,f,,"2015-01-29 02:08:44.872456","2015-01-29 02:08:44.872456"
281,192,19,f,f,,"2015-01-29 02:08:45.302469","2015-01-29 02:08:45.302469"
282,193,19,f,f,,"2015-01-29 02:08:45.742483","2015-01-29 02:08:45.742483"
283,194,20,f,f,,"2015-01-29 02:08:46.623510","2015-01-29 02:08:46.623510"
284,195,20,f,f,,"2015-01-29 02:08:47.030522","2015-01-29 02:08:47.030522"
285,196,20,f,f,,"2015-01-29 02:08:47.415534","2015-01-29 02:08:47.415534"
286,197,20,f,f,,"2015-01-29 02:08:47.812546","2015-01-29 02:08:47.812546"
287,198,21,f,f,,"2015-01-29 02:08:48.649571","2015-01-29 02:08:48.649571"
288,198,22,f,f,,"2015-01-29 02:08:48.902579","2015-01-29 02:08:48.902579"
289,199,21,f,f,,"2015-01-29 02:08:49.307592","2015-01-29 02:08:49.307592"
290,200,21,f,f,,"2015-01-29 02:08:49.726604","2015-01-29 02:08:49.726604"
291,201,21,f,f,,"2015-01-29 02:08:50.222619","2015-01-29 02:08:50.222619"
292,201,22,f,f,,"2015-01-29 02:08:50.358624","2015-01-29 02:08:50.358624"
293,202,21,f,f,,"2015-01-29 02:08:50.782637","2015-01-29 02:08:50.782637"
294,203,21,f,f,,"2015-01-29 02:08:51.234650","2015-01-29 02:08:51.234650"
295,203,22,f,f,,"2015-01-29 02:08:51.392655","2015-01-29 02:08:51.392655"
296,204,21,f,f,,"2015-01-29 02:08:51.887670","2015-01-29 02:08:51.887670"
297,205,21,f,f,,"2015-01-29 02:08:52.345684","2015-01-29 02:08:52.345684"
298,206,21,f,f,,"2015-01-29 02:08:52.763697","2015-01-29 02:08:52.763697"
299,206,22,f,f,,"2015-01-29 02:08:52.877700","2015-01-29 02:08:52.877700"
300,207,23,f,f,,"2015-01-29 02:08:53.800729","2015-01-29 02:08:53.800729"
301,207,24,f,f,,"2015-01-29 02:08:54.261743","2015-01-29 02:08:54.261743"
302,208,23,f,f,,"2015-01-29 02:08:55.093768","2015-01-29 02:08:55.093768"
303,209,23,f,f,,"2015-01-29 02:08:55.548782","2015-01-29 02:08:55.548782"
304,210,23,f,f,,"2015-01-29 02:08:56.034797","2015-01-29 02:08:56.034797"
305,211,23,f,f,,"2015-01-29 02:08:56.495811","2015-01-29 02:08:56.495811"
306,211,24,f,f,,"2015-01-29 02:08:56.641815","2015-01-29 02:08:56.641815"
307,211,25,f,f,,"2015-01-29 02:08:56.914824","2015-01-29 02:08:56.914824"
308,212,23,f,f,,"2015-01-29 02:08:57.364837","2015-01-29 02:08:57.364837"
309,213,23,f,f,,"2015-01-29 02:08:57.771850","2015-01-29 02:08:57.771850"
310,214,23,f,f,,"2015-01-29 02:08:58.224864","2015-01-29 02:08:58.224864"
311,215,23,f,f,,"2015-01-29 02:08:58.629876","2015-01-29 02:08:58.629876"
