224,"イオン市川妙典店","2015-01-29 02:57:39.750967","2015-01-29 02:57:39.750967"
225,"お茶の水女子大学","2015-01-29 02:57:47.510204","2015-01-29 02:57:47.510204"
226,"教育の森公園","2015-01-29 02:57:47.819213","2015-01-29 02:57:47.819213"
227,"最高裁判所","2015-01-29 02:57:52.573358","2015-01-29 02:57:52.573358"
228,"国会図書館","2015-01-29 02:57:56.037464","2015-01-29 02:57:56.037464"
229,"都道府県会館","2015-01-29 02:58:02.148650","2015-01-29 02:58:02.148650"
230,"赤坂エクセルホテル東急","2015-01-29 02:58:04.822732","2015-01-29 02:58:04.822732"
231,"ホテルニューオータニ","2015-01-29 02:58:05.152742","2015-01-29 02:58:05.152742"
232,"佼成病院","2015-01-29 02:58:25.800372","2015-01-29 02:58:25.800372"
233,"中野警察署","2015-01-29 02:58:27.571426","2015-01-29 02:58:27.571426"
234,"宝仙寺","2015-01-29 02:58:27.846434","2015-01-29 02:58:27.846434"
235,"中野新橋駅前郵便局","2015-01-29 02:58:34.846648","2015-01-29 02:58:34.846648"
236,"多慶屋","2015-01-29 02:58:37.191719","2015-01-29 02:58:37.191719"
237,"松坂屋","2015-01-29 02:58:37.564731","2015-01-29 02:58:37.564731"
238,"蔵前橋通り","2015-01-29 02:58:39.811799","2015-01-29 02:58:39.811799"
239,"上野動物園","2015-01-29 02:58:45.378969","2015-01-29 02:58:45.378969"
240,"上野公園","2015-01-29 02:58:45.696979","2015-01-29 02:58:45.696979"
241,"根津神社","2015-01-29 02:58:48.142053","2015-01-29 02:58:48.142053"
242,"タカシマヤ","2015-01-29 02:58:51.796165","2015-01-29 02:58:51.796165"
243,"日本橋交差点","2015-01-29 02:58:53.424214","2015-01-29 02:58:53.424214"
244,"コレド日本橋","2015-01-29 02:58:53.721223","2015-01-29 02:58:53.721223"
245,"江戸橋一丁目交差点","2015-01-29 02:58:57.739346","2015-01-29 02:58:57.739346"
246,"呉服橋交差点","2015-01-29 02:59:02.515492","2015-01-29 02:59:02.515492"
247,"東京商工会議所","2015-01-29 02:59:08.988689","2015-01-29 02:59:08.988689"
248,"皇居（二重橋）","2015-01-29 02:59:09.303699","2015-01-29 02:59:09.303699"
249,"JR東京駅丸の内南口","2015-01-29 02:59:11.023751","2015-01-29 02:59:11.023751"
250,"丸ビル","2015-01-29 02:59:11.330760","2015-01-29 02:59:11.330760"
251,"人形町交差点","2015-01-29 02:59:16.644923","2015-01-29 02:59:16.644923"
252,"久松警察署","2015-01-29 02:59:16.954932","2015-01-29 02:59:16.954932"
253,"明治座","2015-01-29 02:59:18.350975","2015-01-29 02:59:18.350975"
254,"水天宮","2015-01-29 02:59:18.693985","2015-01-29 02:59:18.693985"
255,"国立印刷局東京工場","2015-01-29 02:59:30.305339","2015-01-29 02:59:30.305339"
256,"花と森の東京病院","2015-01-29 02:59:30.723352","2015-01-29 02:59:30.723352"
257,"区立総合レクリエーション公園","2015-01-29 02:59:37.910571","2015-01-29 02:59:37.910571"
258,"江戸川区スポーツセンター","2015-01-29 02:59:38.226581","2015-01-29 02:59:38.226581"
259,"西日暮里公園","2015-01-29 02:59:45.229794","2015-01-29 02:59:45.229794"
260,"開成学園","2015-01-29 02:59:45.580805","2015-01-29 02:59:45.580805"
261,"アイランドタワー","2015-01-29 02:59:52.428014","2015-01-29 02:59:52.428014"
262,"新宿警察署","2015-01-29 02:59:52.757024","2015-01-29 02:59:52.757024"
263,"東京医科大学病院","2015-01-29 02:59:53.737054","2015-01-29 02:59:53.737054"
264,"東京都庁","2015-01-29 02:59:54.087064","2015-01-29 02:59:54.087064"
265,"早稲田大学 戸山キャンパス","2015-01-29 02:59:59.009215","2015-01-29 02:59:59.009215"
266,"JR高田馬場駅","2015-01-29 02:59:59.338225","2015-01-29 02:59:59.338225"
267,"学習院 戸山キャンパス","2015-01-29 03:00:01.551292","2015-01-29 03:00:01.551292"
268,"早大理工","2015-01-29 03:00:01.914303","2015-01-29 03:00:01.914303"
269,"国立新美術館","2015-01-29 03:00:05.876424","2015-01-29 03:00:05.876424"
270,"青山斎場","2015-01-29 03:00:06.207434","2015-01-29 03:00:06.207434"
271,"東京ミッドタウン","2015-01-29 03:00:08.046490","2015-01-29 03:00:08.046490"
272,"乃木神社","2015-01-29 03:00:08.375500","2015-01-29 03:00:08.375500"
273,"東京医科歯科大学","2015-01-29 03:00:13.360652","2015-01-29 03:00:13.360652"
274,"順天堂医院","2015-01-29 03:00:13.655661","2015-01-29 03:00:13.655661"
275,"東中野区民活動センター","2015-01-29 03:00:17.090766","2015-01-29 03:00:17.090766"
276,"落合郵便局","2015-01-29 03:00:17.398775","2015-01-29 03:00:17.398775"
277,"日本ホテルスクール","2015-01-29 03:00:19.303834","2015-01-29 03:00:19.303834"
278,"落合斎場","2015-01-29 03:00:19.653844","2015-01-29 03:00:19.653844"
279,"杉並公会堂","2015-01-29 03:00:24.223984","2015-01-29 03:00:24.223984"
280,"飛鳥山公園","2015-01-29 03:00:27.294077","2015-01-29 03:00:27.294077"
281,"北とぴあ","2015-01-29 03:00:27.623087","2015-01-29 03:00:27.623087"
282,"ハローワーク王子","2015-01-29 03:00:33.116255","2015-01-29 03:00:33.116255"
283,"北区保健所","2015-01-29 03:00:33.457265","2015-01-29 03:00:33.457265"
284,"青山劇場（こどもの城）","2015-01-29 03:00:39.213441","2015-01-29 03:00:39.213441"
285,"青山学院大学","2015-01-29 03:00:39.543451","2015-01-29 03:00:39.543451"
286,"表参道ヒルズ","2015-01-29 03:00:47.788702","2015-01-29 03:00:47.788702"
287,"根津美術館","2015-01-29 03:00:59.706066","2015-01-29 03:00:59.706066"
288,"東京スカイツリータウン","2015-01-29 03:01:09.754372","2015-01-29 03:01:09.754372"
289,"とうきょうスカイツリー駅方面","2015-01-29 03:01:10.095383","2015-01-29 03:01:10.095383"
290,"大横川親水公園","2015-01-29 03:01:12.142445","2015-01-29 03:01:12.142445"
291,"業平橋","2015-01-29 03:01:12.428454","2015-01-29 03:01:12.428454"
292,"大手町タワー","2015-01-29 03:01:19.505670","2015-01-29 03:01:19.505670"
293,OOTEMORI,"2015-01-29 03:01:19.824679","2015-01-29 03:01:19.824679"
294,"NTTコミュニケーションズ大手町ビル","2015-01-29 03:01:22.125750","2015-01-29 03:01:22.125750"
295,"大手町フィナンシャルシティ","2015-01-29 03:01:22.467760","2015-01-29 03:01:22.467760"
296,"JR東京駅","2015-01-29 03:01:25.834863","2015-01-29 03:01:25.834863"
297,"新大手町ビル","2015-01-29 03:01:26.174873","2015-01-29 03:01:26.174873"
298,"丸の内オアゾ","2015-01-29 03:01:27.738921","2015-01-29 03:01:27.738921"
299,"皇居東御苑","2015-01-29 03:01:31.381032","2015-01-29 03:01:31.381032"
