99,odpt.StationFacility:TokyoMetro.RoppongiItchome,urn:ucode:_00001C000000000000010000030C47EA,"2014-11-11 10:06:12.000000","2015-01-29 02:06:46.217837","2015-01-29 02:06:46.217837"
100,odpt.StationFacility:TokyoMetro.Sakuradamon,urn:ucode:_00001C000000000000010000030C47D7,"2014-11-11 10:06:12.000000","2015-01-29 02:06:46.338841","2015-01-29 02:06:46.338841"
101,odpt.StationFacility:TokyoMetro.Sendagi,urn:ucode:_00001C000000000000010000030C47C3,"2014-11-11 10:06:12.000000","2015-01-29 02:06:46.460845","2015-01-29 02:06:46.460845"
102,odpt.StationFacility:TokyoMetro.Senkawa,urn:ucode:_00001C000000000000010000030C47CE,"2014-11-11 10:06:12.000000","2015-01-29 02:06:46.580849","2015-01-29 02:06:46.580849"
103,odpt.StationFacility:TokyoMetro.Shibuya,urn:ucode:_00001C000000000000010000030C476A,"2014-11-11 10:06:11.000000","2015-01-29 02:06:46.701852","2015-01-29 02:06:46.701852"
104,odpt.StationFacility:TokyoMetro.Shimbashi,urn:ucode:_00001C000000000000010000030C4770,"2014-11-11 10:06:12.000000","2015-01-29 02:06:46.822856","2015-01-29 02:06:46.822856"
105,odpt.StationFacility:TokyoMetro.Shimo,urn:ucode:_00001C000000000000010000030C47F1,"2014-11-11 10:06:12.000000","2015-01-29 02:06:46.932859","2015-01-29 02:06:46.932859"
106,odpt.StationFacility:TokyoMetro.Shinjuku,urn:ucode:_00001C000000000000010000030C4785,"2014-11-11 10:06:12.000000","2015-01-29 02:06:47.053863","2015-01-29 02:06:47.053863"
107,odpt.StationFacility:TokyoMetro.ShinjukuGyoemmae,urn:ucode:_00001C000000000000010000030C4787,"2014-11-11 10:06:12.000000","2015-01-29 02:06:47.187867","2015-01-29 02:06:47.187867"
108,odpt.StationFacility:TokyoMetro.ShinjukuSanchome,urn:ucode:_00001C000000000000010000030C4786,"2014-11-11 10:06:12.000000","2015-01-29 02:06:47.307871","2015-01-29 02:06:47.307871"
109,odpt.StationFacility:TokyoMetro.ShinKiba,urn:ucode:_00001C000000000000010000030C47DE,"2014-11-11 10:06:12.000000","2015-01-29 02:06:47.428874","2015-01-29 02:06:47.428874"
110,odpt.StationFacility:TokyoMetro.ShinKoenji,urn:ucode:_00001C000000000000010000030C4780,"2014-11-11 10:06:12.000000","2015-01-29 02:06:47.549878","2015-01-29 02:06:47.549878"
111,odpt.StationFacility:TokyoMetro.ShinNakano,urn:ucode:_00001C000000000000010000030C4782,"2014-11-11 10:06:12.000000","2015-01-29 02:06:47.681882","2015-01-29 02:06:47.681882"
112,odpt.StationFacility:TokyoMetro.ShinOchanomizu,urn:ucode:_00001C000000000000010000030C47C0,"2014-11-11 10:06:12.000000","2015-01-29 02:06:47.813886","2015-01-29 02:06:47.813886"
113,odpt.StationFacility:TokyoMetro.ShinOtsuka,urn:ucode:_00001C000000000000010000030C4794,"2014-11-11 10:06:12.000000","2015-01-29 02:06:48.011892","2015-01-29 02:06:48.011892"
114,odpt.StationFacility:TokyoMetro.Shintomicho,urn:ucode:_00001C000000000000010000030C47DA,"2014-11-11 10:06:12.000000","2015-01-29 02:06:48.133896","2015-01-29 02:06:48.133896"
115,odpt.StationFacility:TokyoMetro.Shirokanedai,urn:ucode:_00001C000000000000010000030C47E7,"2014-11-11 10:06:12.000000","2015-01-29 02:06:48.264900","2015-01-29 02:06:48.264900"
116,odpt.StationFacility:TokyoMetro.ShirokaneTakanawa,urn:ucode:_00001C000000000000010000030C47E8,"2014-11-11 10:06:12.000000","2015-01-29 02:06:48.385904","2015-01-29 02:06:48.385904"
117,odpt.StationFacility:TokyoMetro.Suehirocho,urn:ucode:_00001C000000000000010000030C4776,"2014-11-11 10:06:12.000000","2015-01-29 02:06:48.528908","2015-01-29 02:06:48.528908"
